id,title,description,category,location_name,location_address,current_lat,current_lon,lat,lon,date,time,organizer,attendees,maxAttendees,needs_geocoding
imported-1755246058431-0agort3hz,Психиатрическая клиника с Оксаной Яаксон!,Location: Дурдом с Оксаной Яаксон,other,Дурдом с Оксаной Яаксон,Дурдом с Оксаной Яаксон,59.436962,24.753574,,,2025-08-22,19:00,Local Organizer,13,,True
imported-1755246058431-1zkd66x6q,Luige näituseväljak,Location: KLOTSITEHNIKA TÖÖTUBA HARIDUSTÖÖTAJATELE + sertifikaadi taotlemise võimalus,art,KLOTSITEHNIKA TÖÖTUBA HARIDUSTÖÖTAJATELE + sertifikaadi taotlemise võimalus,KLOTSITEHNIKA TÖÖTUBA HARIDUSTÖÖTAJATELE + sertifikaadi taotlemise võimalus,59.436962,24.753574,,,2025-08-22,12:00,Local Organizer,22,,True
imported-1755246058431-0zwqvdcg2,J. Strauss - Ilusal sinisel Doonaul - Euroopa balletisolistidega…,Location: Vene Teater,other,Vene Teater,Vene Teater,59.436962,24.753574,,,2025-08-22,16:30,Local Organizer,135,,True
imported-1755246058431-hgc068n1g,RAAMATU VÄGI: Villu Veski,Location: Madars Kalniņš,other,Madars Kalniņš,Madars Kalniņš,59.436962,24.753574,,,2025-08-22,19:00,Local Organizer,130,,True
imported-1755246058431-7iaaqvqus,Raamatu vägi. ETV tütarlastekoor,Location: Villu Veski,other,Villu Veski,Villu Veski,59.436962,24.753574,,,2025-08-22,19:00,Local Organizer,150,,True
imported-1755246058431-06t3tg9je,KLOTSITEHNIKA TÖÖTUBA HARIDUSTÖÖTAJATELE + sertifikaadi taotlemise võimalus,Location: Avang Coaching Keskus,other,Avang Coaching Keskus,Avang Coaching Keskus,59.436962,24.753574,,,2025-08-22,10:30,Local Organizer,163,,True
imported-1755246058431-z5u5vdrej,Rocca al Mare IRONKIDS 2025,Location: Rocca al Mare keskus,other,Rocca al Mare keskus,Rocca al Mare keskus,59.436962,24.753574,,,2025-08-22,17:00,Local Organizer,45,,True
imported-1755246058431-55s36ax69,Friday Night Laughs – Comedy Showcase | Tallinn Fringe,Location: Friday Night Laughs – Comedy Showcase | Tallinn Fringe,other,Friday Night Laughs – Comedy Showcase | Tallinn Fringe,Friday Night Laughs – Comedy Showcase | Tallinn Fringe,59.436962,24.753574,59.4378,24.7536,2025-08-22,19:00,Local Organizer,48,,True
imported-1755246058431-1iyuwxdyw,J. Strauss - Ilusal sinisel Doonaul - Euroopa balletisolistidega,Location: Vene Teater,other,Vene Teater,Vene Teater,59.436962,24.753574,,,2025-08-22,19:00,Local Organizer,75,,True
imported-1755246058431-cd6ofo63j,Olev Muska (AU/EE) | HALL,Location: Techno club HALL,other,Techno club HALL,Techno club HALL,59.436962,24.753574,,,2025-08-22,19:00,Local Organizer,41,,True
imported-1755246058431-rb5itsjlh,SAAL Biennaal 2025 | Sepideh Khodarahmi töötuba: The Erotic Clown,Location: SAAL Biennaal 2025 | Sepideh Khodarahmi töötuba: The Erotic Clown,other,SAAL Biennaal 2025 | Sepideh Khodarahmi töötuba: The Erotic Clown,SAAL Biennaal 2025 | Sepideh Khodarahmi töötuba: The Erotic Clown,59.436962,24.753574,,,2025-08-22,15:00,Local Organizer,75,,True
imported-1755246058431-o60rs7iey,SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,Location: SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,other,SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,59.436962,24.753574,,,2025-08-23,18:00,Local Organizer,19,,True
imported-1755246058431-1wy89kjcq,Sõnadeta muusikaline Nukulavastus ''Väike Draakon'' / ''Маленький Дракон',Location: Teatrikeskus Draakonipesa,music,Teatrikeskus Draakonipesa,Teatrikeskus Draakonipesa,59.436962,24.753574,59.436962,24.753574,2025-08-23,18:00,Local Organizer,156,,True
imported-1755246058431-xzrv3dqsz,Heldeke! Burlesk - August @TallinnFringe,Location: Heldeke! Burlesk - August @TallinnFringe,other,Heldeke! Burlesk - August @TallinnFringe,Heldeke! Burlesk - August @TallinnFringe,59.436962,24.753574,59.4378,24.7536,2025-08-23,19:00,Local Organizer,168,,True
imported-1755246058431-8j675hxf2,Karge meri,Location: Kumu Auditoorium,other,Kumu Auditoorium,Kumu Auditoorium,59.436962,24.753574,59.4416,24.7947,2025-08-23,19:00,Local Organizer,38,,True
imported-1755246058431-xg68sszvr,Kumu Auditoorium,Location: Kumu Auditoorium,other,Kumu Auditoorium,Kumu Auditoorium,59.436962,24.753574,59.4416,24.7947,2025-08-23,19:00,Local Organizer,187,,True
imported-1755246058431-ul0vgnaqz,Jesmo.studio (video,Location: kuidas meieni jõuda,other,kuidas meieni jõuda,kuidas meieni jõuda,59.436962,24.753574,,,2025-08-23,12:00,Local Organizer,146,,True
imported-1755246058431-ui1ggmwew,Fraqmented - Business and Community Hub,Location: Räägi mulle lugu: eesti keele õppeelamus,other,Räägi mulle lugu: eesti keele õppeelamus,Räägi mulle lugu: eesti keele õppeelamus,59.436962,24.753574,59.4416,24.7947,2025-08-23,12:00,Local Organizer,167,,True
imported-1755246058431-z0ehlw5vu,Noblessneri piirkond,Location: Noblessneri piirkond,other,Noblessneri piirkond,Noblessneri piirkond,59.436962,24.753574,,,2025-08-23,12:00,Local Organizer,192,,True
imported-1755246058431-w3r1kt6or,Räägi mulle lugu: eesti keele õppeelamus,Location: Räägi mulle lugu: eesti keele õppeelamus,other,Räägi mulle lugu: eesti keele õppeelamus,Räägi mulle lugu: eesti keele õppeelamus,59.436962,24.753574,59.4416,24.7947,2025-08-23,17:00,Local Organizer,208,,True
imported-1755246058431-jek3d1tv5,Kaunistuse loomise meistriklass 23.08,Location: Jesmo.studio (video,other,Jesmo.studio (video,Jesmo.studio (video,59.436962,24.753574,,,2025-08-23,11:00,Local Organizer,60,,True
imported-1755246058431-zcer0hs7m,Mis sa arvad,Location: teeks õige tuhast teemanteid? Kristiina Lauritsa…,other,teeks õige tuhast teemanteid? Kristiina Lauritsa…,teeks õige tuhast teemanteid? Kristiina Lauritsa…,59.436962,24.753574,,,2025-08-23,11:00,Local Organizer,149,,True
imported-1755246058431-6azn9s9mu,Töötuba. Mis sa arvad,Location: teeks õige tuhast teemanteid?,other,teeks õige tuhast teemanteid?,teeks õige tuhast teemanteid?,59.436962,24.753574,,,2025-08-23,11:00,Local Organizer,90,,True
imported-1755246058431-wp432hzf1,Kunstitund 23.08,Location: LovePaint.eu,art,LovePaint.eu,LovePaint.eu,59.436962,24.753574,,,2025-08-23,11:00,Local Organizer,188,,True
imported-1755246058431-6w2eebh6f,Ekskursioon Noblessneris: allveelaevatehasest moodsaks sadamalinnakuks …,Location: Noblessneri piirkond,other,Noblessneri piirkond,Noblessneri piirkond,59.436962,24.753574,,,2025-08-23,12:00,Local Organizer,198,,True
imported-1755246058431-puz45d8cu,KUNSTNIKELE: Ava uks karjäärile vabaõhukunstide vallas,Location: Fraqmented - Business and Community Hub,art,Fraqmented - Business and Community Hub,Fraqmented - Business and Community Hub,59.436962,24.753574,59.4378,24.7536,2025-08-23,16:30,Local Organizer,157,,True
imported-1755246058431-llxbwo5e7,Vormsi mänguväljak,Location: Näitus Modernistlik keskaeg Tallinna raekojas,art,Näitus Modernistlik keskaeg Tallinna raekojas,Näitus Modernistlik keskaeg Tallinna raekojas,59.436962,24.753574,59.4372,24.7453,2025-08-24,12:00,Local Organizer,45,,True
imported-1755246058431-x18xzou4y,Trammi harutee Katharinenthali kohviku kõrval,Location: Keraamika turg Telliskivi Loomelinnakus,other,Keraamika turg Telliskivi Loomelinnakus,Keraamika turg Telliskivi Loomelinnakus,59.436962,24.753574,59.4378,24.7536,2025-08-24,12:00,Local Organizer,93,,True
imported-1755246058431-17prrv8cz,Telliskivi 60a/A5,Location: Telliskivi 60a/A5,other,Telliskivi 60a/A5,Telliskivi 60a/A5,59.436962,24.753574,59.4378,24.7536,2025-08-24,12:00,Local Organizer,38,,True
imported-1755246058431-s6kr4upbu,Sääse 11a,Location: Tallinna Linnamuuseumi AJALOOTRAMM,art,Tallinna Linnamuuseumi AJALOOTRAMM,Tallinna Linnamuuseumi AJALOOTRAMM,59.436962,24.753574,59.4372,24.7453,2025-08-24,12:00,Local Organizer,152,,True
imported-1755246058431-aocvc25xv,Sakala 3,Location: SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,other,SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,SAAL Biennaal 2025 | Sinna Virtanen Asphodel Meadows,59.436962,24.753574,,,2025-08-24,12:00,Local Organizer,56,,True
imported-1755246058431-cj6q2zzxe,Mustpeade Maja,Location: Heldeke Vinyl Sessions,other,Heldeke Vinyl Sessions,Heldeke Vinyl Sessions,59.436962,24.753574,,,2025-08-24,12:00,Local Organizer,188,,True
imported-1755246058431-ahze127ad,Ufo / Theatrum,Location: Theatrumi saal,other,Theatrumi saal,Theatrumi saal,59.436962,24.753574,,,2025-08-24,16:00,Local Organizer,26,,True
imported-1755246058431-ppckky5g0,Tallinna Linnamuuseumi AJALOOTRAMM,Location: Trammi harutee Katharinenthali kohviku kõrval,art,Trammi harutee Katharinenthali kohviku kõrval,Trammi harutee Katharinenthali kohviku kõrval,59.436962,24.753574,,,2025-08-24,12:00,Local Organizer,96,,True
imported-1755246058431-mdge97xe6,Keraamika turg Telliskivi Loomelinnakus,Location: Telliskivi 60a/A5,other,Telliskivi 60a/A5,Telliskivi 60a/A5,59.436962,24.753574,59.4378,24.7536,2025-08-24,12:00,Local Organizer,15,,True
imported-1755246058431-lit71z18j,Lasnamäe mänguhommikud,Location: Vormsi mänguväljak,other,Vormsi mänguväljak,Vormsi mänguväljak,59.436962,24.753574,59.4378,24.7536,2025-08-24,11:00,Local Organizer,184,,True
imported-1755246058431-oq59k2koz,SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,Location: SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,other,SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,59.436962,24.753574,,,2025-08-24,18:00,Local Organizer,58,,True
imported-1755246058431-t4azvlgjs,Avalinn,Location: Da Vinci Genius / Time Slot ehk Kindla sisenemisajaga pilet,other,Da Vinci Genius / Time Slot ehk Kindla sisenemisajaga pilet,Da Vinci Genius / Time Slot ehk Kindla sisenemisajaga pilet,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,126,,True
imported-1755246058431-s8yb9y2a9,Hobuveski (Lai tn. 47),Location: Õpetatud naised,other,Õpetatud naised,Õpetatud naised,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,119,,True
imported-1755246058431-6jd9odwo3,Nõmme huvikooli Nurme maja,Location: Seniooride tasuta üldkehalised treeningud,other,Seniooride tasuta üldkehalised treeningud,Seniooride tasuta üldkehalised treeningud,59.436962,24.753574,59.437,24.754,2025-08-25,12:00,Local Organizer,17,,True
imported-1755246058431-35k6zelwy,Nõmme huvikooli Vikerkaare maja,Location: Nõmme huvikooli Vikerkaare maja,other,Nõmme huvikooli Vikerkaare maja,Nõmme huvikooli Vikerkaare maja,59.436962,24.753574,59.3959,24.6719,2025-08-25,12:00,Local Organizer,203,,True
imported-1755246058431-x32ru7p31,Pirita-Kose noortekeskus,Location: Vabaduse allee töötuba,other,Vabaduse allee töötuba,Vabaduse allee töötuba,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,148,,True
imported-1755246058431-hr3xbm9v6,Sakala 3 teatrimaja,Location: SAAL Biennaal 2025 | Gob Squad News From Beyond,other,SAAL Biennaal 2025 | Gob Squad News From Beyond,SAAL Biennaal 2025 | Gob Squad News From Beyond,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,28,,True
imported-1755246058431-bwvan3vkz,Salme Kultuurikeskuse suur lava.,Location: Salme Kultuurikeskuse suur lava.,other,Salme Kultuurikeskuse suur lava.,Salme Kultuurikeskuse suur lava.,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,144,,True
imported-1755246058431-g5kl4zhrc,Tedre tn 58 jõulinnak,Location: SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,other,SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,SAAL Biennaal 2025 | Ely Daou I…Cognitive maps – Chapter 1,59.436962,24.753574,,,2025-08-25,12:00,Local Organizer,145,,True
imported-1755246058431-x1msfkg9i,Õpetatud naised,Location: Salme Kultuurikeskuse suur lava.,other,Salme Kultuurikeskuse suur lava.,Salme Kultuurikeskuse suur lava.,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,99,,True
imported-1755246058431-0tplybdrj,LASTE TANTSU - LINNALAAGER,Location: KOIT TANTSUKOOL,other,KOIT TANTSUKOOL,KOIT TANTSUKOOL,59.436962,24.753574,59.424169,24.743037,2025-08-25,11:00,Local Organizer,112,,True
imported-1755246058431-93ukd3b94,Väikesed hoovikontserdid vanalinnas... nagu Londonis. Shakespeare'i…,Location: Hopneri maja,other,Hopneri maja,Hopneri maja,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,98,,True
imported-1755246058431-g21vle8sn,Kooliks ettevalmistav linnalaager KOOLIKS VALMIS,Location: Nõmme huvikooli Vikerkaare maja,other,Nõmme huvikooli Vikerkaare maja,Nõmme huvikooli Vikerkaare maja,59.436962,24.753574,59.3959,24.6719,2025-08-25,10:00,Local Organizer,147,,True
imported-1755246058431-1ogt2wrod,Linnalaager AUGUSTIACTION,Location: Nõmme huvikooli Nurme maja,other,Nõmme huvikooli Nurme maja,Nõmme huvikooli Nurme maja,59.436962,24.753574,59.3959,24.6719,2025-08-25,10:00,Local Organizer,200,,True
imported-1755246058431-oaee3nspx,Vabaduse allee töötuba,Location: Vabaduse allee töötuba,other,Vabaduse allee töötuba,Vabaduse allee töötuba,59.436962,24.753574,,,2025-08-25,10:00,Local Organizer,61,,True
imported-1755246058431-fuvvqv03e,Suvelaager Pirital,Location: noortele 11-15,other,noortele 11-15,noortele 11-15,59.436962,24.753574,59.437,24.754,2025-08-25,09:00,Local Organizer,154,,True
imported-1755246058431-ug2ldvplc,Elina Sufia Hingamisteraapia ja traumatöö grupp,Location: TAO Keskus OÜ,other,TAO Keskus OÜ,TAO Keskus OÜ,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,117,,True
imported-1755246058431-99hi313ak,Moeetendus Finiśage,Location: Sakala 3 teatrimaja,other,Sakala 3 teatrimaja,Sakala 3 teatrimaja,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,64,,True
imported-1755246058431-eog9s6ug2,VÄIKESED HOOVIKONTSERDID VANALINNAS... nagu LONDONIS. Shakespeare sonetid…,Location: Hopneri maja,other,Hopneri maja,Hopneri maja,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,136,,True
imported-1755246058431-sqjst6pht,Dating Roulette - improvised dating game show!,Location: Dating Roulette - improvised dating game show!,other,Dating Roulette - improvised dating game show!,Dating Roulette - improvised dating game show!,59.436962,24.753574,,,2025-08-25,19:00,Local Organizer,150,,True
imported-1755246058431-ljacph2q0,Tallinna Rootsi-Mihkli kirik,Location: SAAL Biennaal 2025 | Gob Squad News From Beyond,other,SAAL Biennaal 2025 | Gob Squad News From Beyond,SAAL Biennaal 2025 | Gob Squad News From Beyond,59.436962,24.753574,,,2025-08-26,12:00,Local Organizer,111,,True
imported-1755246058431-7qxk77agu,Püha Katariina kirik,Location: Passport Expired: Confessions of an Immigrant,other,Passport Expired: Confessions of an Immigrant,Passport Expired: Confessions of an Immigrant,59.436962,24.753574,,,2025-08-26,12:00,Local Organizer,203,,True
imported-1755246058431-2ljtg3vt8,SLAYBOY,Location: SLAYBOY,other,SLAYBOY,SLAYBOY,59.436962,24.753574,,,2025-08-26,19:00,Local Organizer,57,,True
imported-1755246058431-g6gn5820t,Lasteaed / Rakvere Teater,Location: Kumu Auditoorium,other,Kumu Auditoorium,Kumu Auditoorium,59.436962,24.753574,59.4416,24.7947,2025-08-26,19:00,Local Organizer,111,,True
imported-1755246058431-p7fz00lw3,Lasteaed,Location: Kumu Auditoorium,other,Kumu Auditoorium,Kumu Auditoorium,59.436962,24.753574,59.4416,24.7947,2025-08-26,19:00,Local Organizer,60,,True
imported-1755246058431-phpfxgyp3,Loengusari ÜHE MAJA LUGU Katariina kirik,Location: Dominiiklaste kloostri hoov ja…,other,Dominiiklaste kloostri hoov ja…,Dominiiklaste kloostri hoov ja…,59.436962,24.753574,,,2025-08-26,18:30,Local Organizer,55,,True
imported-1755246058431-fblkkkm6c,TALLINN ✨ GONGWORKSHOP: Releasing Fatigue (in English),Location: TUUM Teraapiaruum,business,TUUM Teraapiaruum,TUUM Teraapiaruum,59.436962,24.753574,59.437,24.754,2025-08-26,18:00,Local Organizer,116,,True
imported-1755246058431-4oi6pbhpc,SAAL Biennaal 2025 | Harald Beharie Undersang,Location: SAAL Biennaal 2025 | Harald Beharie Undersang,other,SAAL Biennaal 2025 | Harald Beharie Undersang,SAAL Biennaal 2025 | Harald Beharie Undersang,59.436962,24.753574,,,2025-08-26,18:00,Local Organizer,165,,True
imported-1755246058431-op69u1y36,Raamatupidamine algajatele,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,09:30,Local Organizer,188,,True
imported-1755246058431-11jervm9n,Soodushind! Raamatupidamiskursus koos personalitöö õppega,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,09:30,Local Organizer,128,,True
imported-1755246058431-mjg8xetd2,Soodushind! Veebikoolitus! Raamatupidamiskursus,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,09:30,Local Organizer,80,,True
imported-1755246058431-cso7kr1i6,Pilates x Hingamisrännak | 26.08 (PORTAAL),Location: Stuudio Portaal,other,Stuudio Portaal,Stuudio Portaal,59.436962,24.753574,59.437,24.754,2025-08-26,18:00,Local Organizer,174,,True
imported-1755246058431-0fh8tkbbr,Tantsuline linnalaager 7-10-aastastele lastele (Tallinnas) II VAHETUS,Location: Stuudio dotE MTÜ,other,Stuudio dotE MTÜ,Stuudio dotE MTÜ,59.436962,24.753574,59.437,24.754,2025-08-26,10:00,Local Organizer,168,,True
imported-1755246058431-w4cvffs7k,Õhtune! Veebikoolitus! Raamatupidamine algajatele,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,17:00,Local Organizer,25,,True
imported-1755246058431-bcvttk009,Õhtune! Veebikoolitus! Raamatupidamiskursus,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,17:00,Local Organizer,122,,True
imported-1755246058431-3hst0qgs2,Veebikoolitus! Raamatupidamine algajatele koos personalitöö õppega,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-26,09:30,Local Organizer,185,,True
imported-1755246058431-76x2kc8ya,elektron.art,Location: elektron.art,other,elektron.art,elektron.art,59.436962,24.753574,59.4378,24.7536,2025-08-27,12:00,Local Organizer,148,,True
imported-1755246058431-z9uuy6w3s,Veebikeskkond Zoom,Location: Veebikeskkond Zoom,other,Veebikeskkond Zoom,Veebikeskkond Zoom,59.436962,24.753574,,,2025-08-27,12:00,Local Organizer,84,,True
imported-1755246058431-uosrqce7w,Estonian Theatre for Young Audiences / Museum of Puppetry Arts,Location: Tasuta välitreeningud Nõmmel,other,Tasuta välitreeningud Nõmmel,Tasuta välitreeningud Nõmmel,59.436962,24.753574,59.3959,24.6719,2025-08-27,12:00,Local Organizer,154,,True
imported-1755246058432-ebo157dg6,Ankrusaal,Location: SAAL Biennaal 2025 | Michikazu Matsune töötuba: Dreams and Nightmares,other,SAAL Biennaal 2025 | Michikazu Matsune töötuba: Dreams and Nightmares,SAAL Biennaal 2025 | Michikazu Matsune töötuba: Dreams and Nightmares,59.436962,24.753574,59.4378,24.7536,2025-08-27,12:00,Local Organizer,156,,True
imported-1755246058432-bs5lj4pjw,Etendus-mõrvamüsteerium “Surm raamatuesitlusel”,Location: Etendus-mõrvamüsteerium “Surm raamatuesitlusel”,other,Etendus-mõrvamüsteerium “Surm raamatuesitlusel”,Etendus-mõrvamüsteerium “Surm raamatuesitlusel”,59.436962,24.753574,,,2025-08-27,20:00,Local Organizer,167,,True
imported-1755246058432-8su0dsjr1,Borm Bubu | Buzhold + Sleeping Youth LIVE,Location: Cabaret Volta,other,Cabaret Volta,Cabaret Volta,59.436962,24.753574,,,2025-08-27,20:00,Local Organizer,130,,True
imported-1755246058432-rwsyzx7m3,Cabaret Volta,Location: Kummituste jaht Tallinna vanalinnas,other,Kummituste jaht Tallinna vanalinnas,Kummituste jaht Tallinna vanalinnas,59.436962,24.753574,59.4372,24.7453,2025-08-27,12:00,Local Organizer,136,,True
imported-1755246058432-y6e5ajnub,FBR | Hingamisrännak 27.08 (TAO),Location: TAO Keskus OÜ,other,TAO Keskus OÜ,TAO Keskus OÜ,59.436962,24.753574,59.437,24.754,2025-08-27,19:00,Local Organizer,87,,True
imported-1755246058432-yo41yddir,SAAL Biennaal 2025 | Alexander Roberts,Location: Ásrún Magnúsdóttir Teenage…,other,Ásrún Magnúsdóttir Teenage…,Ásrún Magnúsdóttir Teenage…,59.436962,24.753574,,,2025-08-27,19:00,Local Organizer,18,,True
imported-1755246058432-qpmivy5p9,Osaliselt veebis! Töötervishoiu ja -ohutuse koolitus (24 ak tundi),Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-27,09:30,Local Organizer,37,,True
imported-1755246058432-mqrbf3xhq,Õhtune! Veebis! Ettevõtluse baaskoolitus koos äriplaani koostamisega,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-27,16:00,Local Organizer,23,,True
imported-1755246058432-ijdrftydr,Art of Emotions,Location: TAO Keskus OÜ,other,TAO Keskus OÜ,TAO Keskus OÜ,59.436962,24.753574,,,2025-08-27,17:30,Local Organizer,47,,True
imported-1755246058432-dbanw4w8a,Эволюция: от найма к своему делу,Location: Эволюция: от найма к своему делу,other,Эволюция: от найма к своему делу,Эволюция: от найма к своему делу,59.436962,24.753574,,,2025-08-27,18:00,Local Organizer,12,,True
imported-1755246058432-4ivohfkrx,DnD Tallinn @Hopneri Maja - 27.8.2025,Location: Hopneri maja,other,Hopneri maja,Hopneri maja,59.436962,24.753574,,,2025-08-27,18:30,Local Organizer,67,,True
imported-1755246058432-aiwh3caql,Elle Viies Enigma ESIETENDUS,Location: elektron.art,other,elektron.art,elektron.art,59.436962,24.753574,59.4378,24.7536,2025-08-27,19:00,Local Organizer,204,,True
imported-1755246058432-jkkko2ixj,Õhtune! Veebis! Alustava ettevõtja koolitus: äriplaanist digiturunduseni,Location: Veebikeskkond Zoom,other,Veebikeskkond Zoom,Veebikeskkond Zoom,59.436962,24.753574,,,2025-08-27,16:30,Local Organizer,151,,True
imported-1755246058432-ekwdfz3on,Buduaari suvelõpupidu,Location: Ärkel Katusebaar,other,Ärkel Katusebaar,Ärkel Katusebaar,59.436962,24.753574,,,2025-08-28,19:30,Local Organizer,177,,True
imported-1755246058432-3zoada81k,SAAL Biennaal 2025 | Alissa Šnaider,Location: Arolin Raudva „5 GESTUURI“ / elektron…,other,Arolin Raudva „5 GESTUURI“ / elektron…,Arolin Raudva „5 GESTUURI“ / elektron…,59.436962,24.753574,,,2025-08-28,20:30,Local Organizer,52,,True
imported-1755246058432-2t5pjpyqb,Barbra Streisandi meloodiad Kelli Uustaniga,Location: Barbra Streisandi meloodiad Kelli Uustaniga,other,Barbra Streisandi meloodiad Kelli Uustaniga,Barbra Streisandi meloodiad Kelli Uustaniga,59.436962,24.753574,59.4378,24.7536,2025-08-28,21:00,Local Organizer,94,,True
imported-1755246058432-gnn8m3xpe,Hour of Sound | TFF 2025 edition,Location: Hour of Sound | TFF 2025 edition,other,Hour of Sound | TFF 2025 edition,Hour of Sound | TFF 2025 edition,59.436962,24.753574,,,2025-08-28,21:00,Local Organizer,163,,True
imported-1755246058432-v3uhsinv3,Tehnopol Startup Inkubaator,Location: 3. korrus,other,3. korrus,3. korrus,59.436962,24.753574,,,2025-08-28,12:00,Local Organizer,182,,True
imported-1755246058432-w5siyvyr4,Eesti Meremuuseumi Lennusadam,Location: Eesti Meremuuseumi Lennusadam,art,Eesti Meremuuseumi Lennusadam,Eesti Meremuuseumi Lennusadam,59.436962,24.753574,59.4416,24.7947,2025-08-28,12:00,Local Organizer,184,,True
imported-1755246058432-gi9sxaj7s,Ideekeskus,Location: Avatud jõusaali treeningud,other,Avatud jõusaali treeningud,Avatud jõusaali treeningud,59.436962,24.753574,59.437,24.754,2025-08-28,12:00,Local Organizer,205,,True
imported-1755246058432-r9qfowcpp,Pikakari ranna parkla,Location: Бизнес-встреча: Как построить маркетинговую стратегию,other,Бизнес-встреча: Как построить маркетинговую стратегию,Бизнес-встреча: Как построить маркетинговую стратегию,59.436962,24.753574,,,2025-08-28,12:00,Local Organizer,20,,True
imported-1755246058432-ezdtva4vk,Terminal Records&Bar,Location: Näitus Modernistlik keskaeg Tallinna raekojas,art,Näitus Modernistlik keskaeg Tallinna raekojas,Näitus Modernistlik keskaeg Tallinna raekojas,59.436962,24.753574,59.4372,24.7453,2025-08-28,12:00,Local Organizer,102,,True
imported-1755246058432-e5h10n6zd,Victoria Olt Galerii,Location: Ufo / Theatrum,art,Ufo / Theatrum,Ufo / Theatrum,59.436962,24.753574,,,2025-08-28,12:00,Local Organizer,56,,True
imported-1755246058432-dpf2j46z2,SLAYBOY - English Comedy Show by Teddy Hall,Location: SLAYBOY - English Comedy Show by Teddy Hall,other,SLAYBOY - English Comedy Show by Teddy Hall,SLAYBOY - English Comedy Show by Teddy Hall,59.436962,24.753574,,,2025-08-28,19:00,Local Organizer,39,,True
imported-1755246058432-ns2q32bxg,Late Night Comedy Show – Tallinn Fringe,Location: Late Night Comedy Show – Tallinn Fringe,other,Late Night Comedy Show – Tallinn Fringe,Late Night Comedy Show – Tallinn Fringe,59.436962,24.753574,59.4378,24.7536,2025-08-28,23:00,Local Organizer,102,,True
imported-1755246058432-19vd02w38,Kat Nip - High & Dry,Location: Kat Nip - High & Dry,other,Kat Nip - High & Dry,Kat Nip - High & Dry,59.436962,24.753574,,,2025-08-28,19:00,Local Organizer,186,,True
imported-1755246058432-274izwywm,Muinasjutte maalt ja merelt. Kollane toonekurg / С миру по сказке. Желтый…,Location: Vene Teater,other,Vene Teater,Vene Teater,59.436962,24.753574,,,2025-08-28,11:00,Local Organizer,46,,True
imported-1755246058432-qxh394fj7,Бизнес-встреча: Как построить маркетинговую стратегию,Location: чтобы продукт…,other,чтобы продукт…,чтобы продукт…,59.436962,24.753574,,,2025-08-28,18:00,Local Organizer,110,,True
imported-1755246058432-tkcqr41do,Eesti eso x Urmas Sõõrumaa live podcasti salvestus,Location: Victoria Olt Galerii,art,Victoria Olt Galerii,Victoria Olt Galerii,59.436962,24.753574,,,2025-08-28,19:00,Local Organizer,37,,True
imported-1755246058432-q7om02zn2,Läänemere päev: rannakoristus,Location: keskkonnamatk ja orienteerumismäng,other,keskkonnamatk ja orienteerumismäng,keskkonnamatk ja orienteerumismäng,59.436962,24.753574,,,2025-08-28,06:09,Local Organizer,29,,True
